Text,Class
'just found a garfield belly button ring',Pos
'negemoti good lord what an explosion',Neg
'on the phone with the bestfriennd doubletap followme like4likes',Pos
'got retweeted by lovethisstation',Pos
'water drops on a tree day at uis',Neg
'dude we have a lot we need to talk about id text you but my phone doesnt work',Neg
'college has made me forget how to chill like all i do is think okay now which homework is next',Neg
'good day good people',Pos
'me cute love beautiful smile tamannarmada green instagrammers instagirl instadaily',Pos
'the feeling you get when you takeoff your shoes for the first time all day perfection relaxed',Pos
'locker clean up awaits me collegelife',Pos
'scalpels n test tubes make for awesome wednesdays posemoti',Pos
'looking for peace in your life examine the transformational possibilities of vairagya yoga yoginikm',Pos
'dogs on campus to help with stress from studying',Pos
ayernolapudesubir,Neg
'so beautiful posemoti keelymccoll son baby instababy cute love family keelys house',Pos
'for some reason my sisters are surprised that all our fish died when they neither fed them nor changed the tank water',Neg
'when your mom says youve changed in the last couple of weeks and not for the better',Neg
'test rugbyleague tomorrow night features ausvnz and here are my thoughts on the game punting',Pos
'my heart and head hurts and im shaking badday inpain',Neg
'i know right',Neg
'hella people i dont hang out with anymore',Neg
'smh dmx and his family was toyed with for television ratings',Neg
'through history the way of truth and love',Neg
'finally got a boxing club',Pos
'texas roadhouse with my love posemoti with him for the rest of the night heart blessed',Pos
'your glory is so beautiful godscreation nofilter',Pos
'i really need somebody so tell me your that somebody me selfie smile white tan today',Pos
'cauzer can you really say even that period was good',Neg
'a moment when you feel alone within a crowd',Neg
'the joy you feel when you are walking in your purpose on purpose how it impacts others directly or indirectly',Pos
'i got my new show dress its finally hitting me that this is my last time ill need one of these',Neg
'watching cheech and chong up in smoke with my baby boy eating some pizza thisisthelife',Pos
'kk true bleh kk',Neg
'lol why does this pic crack me up sheeple will defend this fact to the end',Neg
'you dont need to have the best of jobs to make you u just have to enjoy what you do and make the best of everything',Pos
'this night was like fake',Neg
'addicted to really really hot long showers thankful i can',Pos
'i wish i felt better i love drinking',Neg
'its funny because you dont realize youre a major douche thinkaboutitbro',Neg
'apparently its nationalboyfriendday hemakesmesmile boyfriend thankyou dontdeserveyou',Pos
'why am i salty that i cant do this paper nw negemoti',Neg
'loong weekend',Pos
'claro claro rock nutella',Pos
'i am always amazed at the way ppl feel so free to be unbelievably ugly in the way they talk to you on twitter show some common decency',Neg
'wow fuck everyone i just got so fucking excited that we had a snow day',Neg
'thank you wish you a wonderful day happiness',Pos
'worst day ever having a melt down',Neg
'finally booked our holiday weeks and we are off to the sun beachbod tan sunshine peace relax',Pos
'no hangover perfect bossnight busy',Pos
'oh why oh why am i watching bitchinkitchin its rubbish and extremelyannoying but somehow i am watching it aarrgh save me',Neg
'np dj fortee ft komplexity bittersweet posemoti',Pos
'this world is crazy prayfortexas',Neg
'chicagofire time',Pos
'last show tonight doubleplatinumtour thetentenors',Neg
'relax music',Neg
'mourning w the family of longtime gbc leader and pastor wayne hamrick who died this morning after a yearlong illness',Neg
'i felt so lonely this morning no one was up and my roommate escaped',Neg
'my job really makes you think about all these tragedies across the world two terrible ones in three days in the continental us alone',Neg
'in all of central ontario cossa badminton sports athletics',Pos
'china in tbt travelbug china takemeback',Pos
'coming fast eek lovemyfriends cute',Pos
'ommg last tournament for good this weekend its gotta be a win lets end the season well wegotthis tweet cantbeover',Neg
'was so close to go and watch sleeping with sirens now mum wont let me go saddarcy',Neg
'how did i get this lucky can it please be friday now clouds notcomingdown blessed',Pos
'i tweeted a pic to about my hole y bread the other day no word from them yet disappointed celiac',Neg
'i really want to go out and enjoy a great meal with drinks however im in no mood to drive so realistically this isnt gonna happen',Neg
'always thought slough having been there',Neg
'omgosh an elephant i cant believe it best day ever tears of',Pos
'thank god thats work finished need the weekend simply for a long lie',Neg
'when you really really need someone to talk to but your friends are obviously ignoring you sad dumb',Neg
'i think enrique already gone lol badenrique askenrique',Neg
'today was a supercalafragalisticexpialadoshus day might just use that word in the announcements tomorrow posemoti positive goodday',Pos
'this weather puts me in a bad mood',Neg
'an hour long homeandaway',Pos
'dean sotos probably so happy he gets another day at almond',Pos
'worst night run ive ever done in my life at work finally tucked up in bed',Pos
'morning campers wus',Pos
'well my goal lasted bout days',Neg
'talking with my mother',Pos
'sleepover with',Pos
'johan and vania johan vania lovely coulpe pictureframe instaframe instagood',Pos
'just realised i made plans with someone im apparently no longer friends with i will still be going',Neg
'bottles badd bishes sex money drugs strippers did i leave something out blah next oldhead',Neg
'i spend a great weekend with',Pos
ee,Pos
'oi me pretty beautiful girl good instagood fun photo now night love cute tbt',Pos
'the only person i txt is my best friend and thats only to insult her',Neg
'people wait all week for friday',Neg
'know how to get you excited take the hint and join in laters babes posemoti sextoys fuckfun',Pos
'peaceful calm home',Pos
'its looks like death outside',Neg
'niggaz betta step they game up too busy tryna keep up haha you know that already tryna impress hoes',Neg
'ill look into it today but why',Neg
'instacollage happy love hate',Neg
'would love a nice soak in the a rub and an early night i can sort that topgirlfriend',Pos
'feeling super guilty for eating that cheeseburger there goes my diet itwassogood',Neg
'birth day to me',Pos
'ugly barbell when its so big doesnt look right hurting',Neg
'people can be amazing i love random compliments',Pos
'instagram instachile instaparty party instasummer instafamily summer like4like',Pos
'this is the start of the longest days of my entire life',Neg
'checking gradeportal and having all as and b',Neg
'have to write a deployment guide for symantec endpoint protection so cbf negemoti',Neg
'something about you just makes me smile instantly',Pos
'i need a drink right now a big one',Neg
'tried to save a bug while in the shower but accidentally bumped it down the drain',Neg
'this is the first weekend i have nothing to do',Neg
'proper gutted i cant go sheffield the weekend ill',Neg
'looking at my eq from picture horse to a different picture horse and seeing the improvement',Pos
'i had a crummy day but hanging out with gage and e made it a whole lot better',Pos
'birthday diana',Pos
'snowing again april christmas proglobalwarming',Pos
'that rockets possession was the worst thing ive seen since the notebook',Neg
'its just one of those days when i want to dance with a baby or somethin',Pos
'day of roses vomiting bug begins',Pos
'playing dead sea by lumineers while its raining with my heating blanket on',Pos
'this time last week i was clubbing in berlin',Neg
'morning everyone sunnyday sunlight perfect hot morning spring april be',Pos
'feliz cumpleaos valentinezepeda potona pecosa te adoroo friends birthday',Pos
'im still atleast for another minutes how time flies gettingold wtf',Neg
'niggas be really twatching me lmfao',Neg
'why does mother nature hate me and my plans of having a fun night weekend why why why annoyedbeyondbelief',Neg
'lets get this shift out of the way then weekendoff lovework positivity appyappy',Pos
'bom dia posemoti good morning crazy',Pos
'ff noisia from our city berlin asia australia green sydney beijing tokyo denver napels lyon oslo',Pos
'making memories in the school parking lot chasing around to give her herbirthday spankins success birthdaylinds loveyou',Pos
'suicidal thoughts on repeat',Neg
'desert icecream and biscuits posemoti',Pos
'what a sweat feeling super healthy with superr long walk workout ever nomakeup',Pos
'vleague begins here in manda',Pos
'this is a lovely heart and the benefits are immeasurable posemoti enjoy this heart puffed with and light reiki',Pos
'ommgg she said yes',Pos
'the way oomf can make me smile when i start having a bad night and turn my bad night around forgotwhatitslike',Pos
'but i dont have your number',Neg
'steve out of sexandthecity is one of the most decent guys ever and yes im re watching all the episodes again',Neg
'good morning thursday',Pos
'thankyoulord immeasurable love peace home friends lifegroup',Pos
'i slept hours last night and im wide awake',Neg
'my nana is back',Pos
'thatll be because of the latest unemployment figures enough to bring a tear to a any vampyres eye',Neg
'i hate bad news leavemealone',Neg
'going to sleep early tonight today was incredibly long and difficult confused',Neg
'my wee man in bed relaxing with a cuppa tea with my other half x cosy',Pos
'goodafternoon go work',Neg
'singasong good fun love',Pos
'i was this close to getting by a bus',Pos
'tarde posemoti like me goodafternoon mywork followme tagsforlikes mylike rh hi day workme d',Pos
'poor pluto pluto planets space star sun earth mars venus uranus saturn grey black',Neg
'god has a plan for everyone simon birch simonbirch amazing tearjerker truth emotional love',Neg
'the feeing of getting to cheer with my bestfriend',Pos
'i hate everyone who makes more money than me not because you are better but because fate has not given me whats mine',Neg
'twisted a b showered now watching bruce lee enter the dragon family loud relaxation',Pos
'last night away this week really enjoying the new job fun so far and only have deadline stress and relax a bit',Pos
'face followme followback relax picture nature me men green ok chile',Pos
'hope terrybradshaw refreshleadership',Pos
'this is my best friend shes awesome beautiful pretty blonde brunette smile dontcare',Pos
'no more worries',Pos
'andd i still dont have a churro',Neg
'pose goodtimes lovinglife',Pos
'there was a dead baby squirrel in my front yard im going to kill those cats negemoti',Neg
'omfg look at what finally i have coldplay comic1 dying',Pos
'love my lasses i do and dont know what id do without them sometimes allineed',Pos
'noo i think im getting allergies for the first time in my years of living coz of this weather no canthappen',Neg
'rip black caviar',Neg
'i wish i had big boobs',Neg
'i think my tummy has gotten bigger negemoti',Neg
'im sad i have to walk to class all by myself cause is not here negemoti getbetter notthesame',Neg
'we are getting another blizzard today not',Pos
'that sad moment when you cant to concert because its away on a school night crying',Neg
'i kinda just want to sleep on this nice day',Neg
'sinking in that im acctually leaving shit',Neg
'haha so fun posemoti love couple fun silly face andrography android xperia blue mirror',Pos
'i didnt see you last night',Neg
'going delete all my past crushed',Neg
'devon was not found today stillmissing',Neg
'everything is so different now',Neg
'taking care of the mini plants i adopted from hanabata days photography llc plants hobby',Pos
'post bath freshly washed sheets newly lit lavender flower candle and csi miami sleepingforever',Pos
'every yankee i love is either injured or traded',Neg
'my shift is nearly over yeah',Pos
'aquamarine metallic paper clips give me more than paper holding functionality they give me the feeling of i once felt as a child',Pos
'friend friends fun tagsforlikes funny love instagood igers friendship party chill',Pos
'finally get to see my better half tomorrow',Pos
'photo where are you going baby kid dwyane',Pos
'soo gonna enjoy my lay in tomorrow',Pos
'thinking back your dick was way too small bro ucfpinkparty ucfpinkparty',Neg
'here at university tower with bonding love specialchild posemoti',Pos
'met awesome people since has arrived blessed',Pos
'lets all follow the sweetest campaign for our kids healthy life style and well being beirut lebanon',Pos
'no more making room for activities negemoti',Neg
'no being able to sit next to ur bestfriend in class',Neg
'tomorrow night excited nervous',Pos
'come to my page to judge me im happy i can give you something to do ecstatic',Pos
'guys im launching my first side project feel free to share the love teammood nikoniko',Pos
'my boyfriend just brought me flowers posemoti loved',Pos
'james blake retrograde before bed chilled',Pos
'friday tomorrow and i get to see my most favourite person in the world',Pos
'i could listen to music forever posemoti',Pos
'strangely depressing tho hugely uplifting koreless youngturksrecords',Pos
'this is cool m comingsoon',Pos
'anyone skipping for senior skip day please visit your chipmunk looking friend havent had human interaction in days swollen pain',Neg
'chocolate noschool',Neg
'last show tonight doubleplatinumtour thetentenors',Neg
'i literally stood there thinking for deciding if i wanted to wear makeup today',Neg
'take me back to florida dontwanttobehome toocold',Neg
'i kinda just want to sleep forever dontfeelgood',Neg
'still homesick i begin to miss nancy really much',Neg
'first day of school child digging the buret',Pos
'fertilizer plant in west texas near waco injured refinery workers in a flash fire in beaumont texas boston all in one week',Neg
lush,Pos
'someone freakin stole my ipod please return if you have it please depressed',Neg
'checking gradeportal and having all as and b',Neg
'finally got news about the second job that i was offered have an interview for it on the',Pos
'making it listening to it dancing to it making love to it',Pos
'i miss my golf fam already yesimcrying cant believe its over negemoti',Neg
'probably going to have to skip nutrition today just so i can get all the work shes assigned for next week done',Neg
'thundercat makes me think of eating gelato in italy as a young soul sometime around the age of so innocent with no worries at all',Pos
'me latingirl beautiful smile today lipspink tshirtpurple room fabulous bored',Pos
'if all it takes for someone to touch yo booty is a shaking of hands how come we have never shaken hands',Neg
'hours in a e is absolutely gutting so sad just makes you think',Neg
'what an absolute nightmare negemoti negemoti beyond depressed',Neg
'watching the xgames brasil',Neg
'i just wish i could leave mac and go back home to hutch but i cant missmyfam hometown ugh',Neg
'just found something i shouldnt have from what you posted on your facebook the day of my birthday',Neg
'soundcity showing some old music videos',Pos
'love that feeling when the water comes out of your ear after a shower relief',Pos
'bad mood feelingdown humph needacwtchreallybad',Neg
'its degrees outside what the heck utah its april angry cold',Neg
'welcome to the club becks sad lonely cunts',Neg
'my hairs white blonde',Pos
'refreshing kemana yaa',Pos
'it sure feels like it',Neg
'official brother of phi sigma pi first pair of letters phisigmapi psp finally',Pos
'now thats jus fake he got to be leaving umuh',Neg
'derplanets derworld dernation dercity derville',Neg
'im very drunk just ate my kebab with mums bf hust crawled into bed supposed to be in uni in inc a jourey',Pos
'love gf goodlife',Pos
'smile funny sweet intagram sunny girl',Pos
'too much good to think of the bad optimism',Pos
'i feel like such a disappointment to my family im the only kid currently going to school working i guess that is not enough',Neg
'band of angels help our kids shine every step of the way including the post high school years',Pos
'jueves its summer outside yahoo it really isnt the weather to working sunnyday summerishere dontwannaworktoday',Pos
'plus que demain et week end posemoti weekend',Pos
'feelin stressedout check out my powerful poetry it may uplift your spirits',Neg
'my shift is half over lovemyjob',Neg
'finding your old memories with your old bestfriend',Neg
'i always wonder of what she thinks of me all the messages that i send',Neg
'going to bed a happy boy',Pos
'babes yess im all over this i need to get some tanned skin pale sun deprivation is setting in haha',Neg
'seriously wtf is wrong with the world why is someone trying to blow us up this is so messed up bombings days apart',Neg
'too content chillin with my brew',Pos
'who trades in their iphone for android smh',Neg
'i miss him upset lifesucks fml',Neg
'well today was good now in have spanish to study for was',Pos
'me dufan enjoy crazy',Pos
'carbon bubble will plunge the world into another financial crisis syria ecology iphone major asiabiz',Pos
'every wknd in august they have festival called czech days just seein what happened in west tx crazy sh t',Neg
'walked past six school kids this morning all had junk food',Neg
'ali has fish pied that one too for wedding planning',Pos
'bomm dia life instafrase brazil good instamania smile',Pos
'somethings we just cant channge but true',Neg
'boston texas thatisall perspective',Neg
'its a beautiful day the sun is shing and i have so much shit to do',Pos
'a bitch does a couple good dancing videos now she thinking she the shitt at dancing',Neg
'did you see how it went straight from sunny to rainy also im wearing a tank top',Pos
'aww i see wish id been there haha',Neg
'not the best day but its still a really good one posemoti feeling music love',Pos
'physics test tomorrow',Pos
'ohmygosh thats awful where did you see that',Neg
'i you more more everyday inlove',Pos
'birthday nendsters',Pos
'hoy se cocina friends food whine photooftheday up photooftheday capitans',Pos
'drake girls love beyonce',Pos
'houston vs okc my favourite teams collide in the playoffs',Neg
'oreoo milshake ice girls chilling sun hot fun love mcdonalds like beetx3',Pos
'nigga stupid ass shit not even his own fam love him',Neg
'i bet you didnt think i would be doing this good without you overhim movingon straighthair',Pos
'i cried when george wilson shot gatsby then himself movies book jaygatsby ilovehim suspense howispendmynights',Neg
'shucks youre so cool smooth a bit nutty and are irresistible i know we just met but i love you hagen dazs pralines cream',Pos
'getting cap gown today happy',Neg
'i hate being jealous but there is nothing to do with it love hate',Neg
'i love doing radio interviews in my underwear',Pos
'just received a very good news i was waiting for this thanksgod',Pos
'that one person that makes your day every day heart',Pos
'reasons people get more job opportunities via',Pos
'when youre for no reason when you want to be leftalone for no reason when you have deepthoughts for no reason depressed',Neg
'i hate being the girl that would always be right here for you to listen or whatever but you dont even care notright',Neg
'my books from the have arrived safe and sound in berlin warhol heaven',Pos
'i now have a nice and peaceful house metime',Pos
'on the plus its friday tomorrow and i get to spend my weekend with my girl',Pos
'surprise your nerd friend get him this hi tech t shirt smartphone compatible abc stl wednesday sake fame',Pos
'speaking to people you havent spoken to you in ages',Pos
'zayn today looking so heart',Pos
'happy years birthday party family another year cake my house thankful',Pos
'ive woken up one the best mood',Pos
'sol carolao girls cute brazil',Pos
'train journey ice frappuccino listening to human nature micheal jackson',Pos
'hell yes finished the art exam',Pos
'not having the greatest day',Neg
'my teacher has to hold my hand to solve these problems lol',Neg
'i feel so lost without her i dont think she is mad at me but i miss her a lot negemoti',Neg
'i kinda hate this nationalboyfriendday just rub it in more',Neg
'days until i can take my back brace off months days until i should be completely healed whoop whoop yaimcountingdown',Pos
'when people obviously fienin for speed ask you for a job application get some help homie',Neg
'pizza hut with family lunch qualitytime instadaily instagood family',Pos
'so glad karaoke started again at c street wednesdays i havent seen these people in way too long',Pos
'yet another tragic day in cb due to alcoholism broken heart itneedstoend',Neg
'first time all week i didnt spend time with zai',Neg
'seeing you for an hour makes my day perfect your smilee ugh you make me',Pos
'instacollage babygirl love sweet cute healthy blessed cute katie posemoti enjoy enjoy mwah posemoti',Pos
'its what im doing right now music ignoretheworld',Neg
'talking to him makes my day so much better',Pos
'thx hump day wiyg',Pos
'dont focus on how you feel in your head focus on how you are filled in your heart renee cole can i get an amen posemoti christ',Pos
'frogs are the best therapist comfort frogs haha silly bullieskeepout com',Pos
'super fit',Pos
'my coworkers think healthy eating means lean cuisine and salads drenched in ranch dressing',Neg
'explosions explosions everywhere prayforthem',Neg
'where did this mental funk come from',Neg
'i got my first ever job workinggirl money food happylife',Pos
'vj luis saying goodbye to the myx family negemoti lucky10',Neg
'no hangover',Pos
'ah yes the infamous i havent slept on over hours depressive mood swing now i really cant sleep',Neg
'this beautiful bed of mine posemoti',Pos
'cant wait till this week is over bring on the weekend races ladiesday alcohol',Pos
'my first real anniversary with the guy i love so grateful to have him by my side love boyfriend heart',Pos
'happy birthday to my sister leannedro birthday family sister celebrate fun',Pos
'im about to start making changes in my life why get worked up over things that arent gonna change careless peaceful',Pos
'omg touched my hand swaggy believetour norway believe norwayknowsthedj weknowthedj granshotel',Pos
'so sad i work negemoti will get to have all the fun without me sosad whywhywhy',Neg
'now that i sit here and look at all my stuff the reality just hit me that its all over memories itwasallworthit',Neg
'newshoes goodday',Pos
'i just had icecream and was lookatthemcheeksnigga',Pos
'worst feeling in the world is knowing you did the best you could and it still wasnt good enough',Neg
'rediscover your faith with these christian ebooks',Pos
'up and the bae is going nite nite',Neg
'i am soo blessed',Pos
'soo tired negemoti cant wait to take a diving header right into my bed freshsheets talktome',Pos
'holy shit that waco texas video is actually scary wow',Neg
'so sick cant breathe eating my lunch just got me out of breath',Neg
'that was much needed',Pos
'loving everything in my life right now who knew so much good could come out of a bad situation things always happen for a reason',Pos
'want to go back to again negemoti tmht negemoti i love you',Neg
'lol today was the bestt',Pos
'car insurance why you so expensive',Neg
'my dog amazonas dog beautiful',Pos
'its good be back home cany beat your own bed',Pos
'with birthday girl cheryl and the awesome cake birthday hehe cheryltyl',Pos
'hardest thing to go threw',Neg
'photo night alone in the rain prepare for excitement unwanted depressing yay storm hair girl',Neg
'im never really noticed my family barley notices me why cant anyone like me for me and not for someone they want me to be',Neg
'welcome to the club becks sad lonely cunts',Neg
'shins are so bruised but fuck it i can fakie tre flip',Pos
'heysel hillsborough sick excuse for a club using hilsboro and ann williams death as an excuse to attack lfc',Neg
'this time last year i had my case packed buzzing to go to magaluf tomorrow',Neg
'but true',Neg
'my apples all gone yummy healthy',Neg
'its funny how the people who love to chat shit about you are those who have nothing to do with your life youdontknowme',Neg
'ive always wanted to wear a tie to school and i never have',Neg
'las sun got nothing on me when i get to wait under this beauty los angeles memorial sports',Pos
'friend friends fun tagsforlikes funny love instagood igers friendship party chill',Pos
'it takes months for octopus eggs to mature mom lays them and dies shortly after they mature life nature reality',Neg
'finally printing my senior project posemoti posemoti posemoti',Pos
'whats up with all these explosions',Neg
'happy bday queen kourtney dash bday queen kourtney kardashian',Pos
'mines an obscenity',Pos
'the two wenches are obviously in bed together no pun intended ontario voters r asleep at the helm',Neg
'going to bed with a very old hymn stuck spontaneously in my head jesus loves me this i know for the bible tells me so peace',Pos
'this summer is going to suck because i wont wake up next to you',Neg
'ready for this day to be over theres only so much i can handel stressed fuckyou',Neg
'made it to the towerbridge london tired exhausted happy touristy cold windy igdaily',Neg
'this weather makes me so tired clouds needthesun',Neg
'ready for bed pyjamas natural nomakeup sleepy smiley thesmiths teamgb haha nanight x',Pos
'tbt throwbackthursday hooters colorado boulevard gone forever blurry gooddays',Neg
'studied for seven hours but still nervous about this last in class exam lastdayofschool happy nervous sentimental',Neg
'you were supposed to send me a ticket on candy crush haha',Neg
'when you think someone who is ment to like you hates you yeah that sucks',Neg
'ahh sleeping to the soft sound of rain happyplace',Pos
'watching mile in bed favouritefilm loveeminem',Pos
'got disliked cause i asked what time is it hahahahaahha xd',Neg
'today was pretty nice thanks for not raining seattle sunshine seattle',Pos
'stumbled across this beautiful view this morning morning prayertime boy hippy',Pos
'lonely sad bumminit dontcare hateme causeyouaintme judgeme',Neg
'not fair that we are poor wish i could win the lottery buy myself some nice things negemoti but last day tomorrow posemoti summer',Neg
'just want to say those special words to all my friends',Pos
'y celina smile flowergirl boda y celina',Pos
'birthday prezies from my daughter posemoti my first chanel',Pos
'pause clope',Pos
'my cream egg has melted why not',Pos
'reunited with jakey chewsh happy souglyy',Neg
'going too sleep',Neg
'professional photo lol nofilter wedding love amazing',Pos
'dey jus use an abuse me dis is my life lol',Neg
'in such a great mood today',Pos
'see wat the misuse of english language can cause',Neg
'we always love beach friends together pangandaran trip havefun smile april',Pos
'smile crazy garabatos class smile posemoti',Pos
'yhuu didnt have nothing to say to my last response ha',Neg
'praying for texas',Neg
'spring flowers topo gigio',Pos
'friends bestfriends goodtimes badtimes happiness stayswithyou truefriends',Pos
'posemoti posemoti posemoti posemoti posemoti',Pos
'if you spit game to a girl on twitter me and my boys laugh at you',Neg
'yesterday kindacute longhair makeup redstreak smile',Pos
'happy birthday to my little cute cousin he is one year old today birthday karsten picture',Pos
'i lose people all the time so from now on you wanna walk out go ahead i wont stop you im done annoyed',Neg
'im speechless thank god for guardian angels',Pos
'we like ice cream ice cream',Pos
'why cant something good happen to me just once whenever something nice rolls around it always gets taken away',Neg
'i make myself laugh',Neg
'being in the house alone while everyone is going to club',Pos
'last thing i do each night and first thing i do in the morning talk to',Pos
'hi baby check yuh whatsapp',Neg
'i bet graduation will be the last time i see talk to some of my friends but true oh well',Neg
'rip bolt ill miss ya buddy negemoti',Neg
'i really legitimately think youd like it one of the best shooters released this gen sorry',Neg
'baby always kicking mummy tummy sad love gonnabeamummy',Pos
'smile laugh talk drink shout eat kiss rainbow colors quotes live love life',Pos
'negemoti feel like i was just pushed off the edge of the earth',Neg
'the fact that i havent seen all week missher',Neg
'hello there i have no followers followme',Neg
'my beloved teacher pakyan dan pakyufrizal girls boys bestmoment awesome beauty',Pos
'i have no one',Neg
'frou frous let go when certain songs come on there is nothing left to do but close my eyes let the music enter me',Pos
'thats how you should fall asleep content blessed',Pos
'goodmorning wednesday quotes',Pos
'buddy been sneak dissin the whole time',Neg
'last day of school yeah hahaha friday saturday and sunday to sleep x',Pos
'my new subscription to the was at my door at this morning as promised yesterday',Pos
'definitely i havent luck s',Neg
'waiting for that notice ill probably never get in my entire life',Neg
'im on like a fucking roller coaster sad annoyed crying mad',Pos
'i am liking that yoshis island has a similar visual style to yoshis story nintendodirect',Pos
'i hate goodbyes negemoti melanmode',Neg
'ive never in my life been in such a good mood when im so stressed and its storming godisgood peter',Pos
'do work son love photography instagood instamood follow fmx ltd',Pos
'i wanna find that person and beat them to death',Neg
'academia mp braziliangirl gym',Pos
'with love forever',Pos
'finally i have a place to live in boston',Pos
'jazz band is playing perfect gloomy jazz music fits the weather jazzband jazzmusic',Neg
'damn i always have bad luck when it comes to love thissucks lovesucks p',Neg
'thank you for sharing posemoti',Pos
'allahu akbarr a table with an outlet opened up hours a la bibliotheque finallyyuuy',Pos
'cup of tea while sitting watching tv perfect way to end the night bedtime soon tired',Pos
'all i want to be is skinny',Neg
'geeky satavatar',Neg
'the person im risking ma life for doesnt even have my time is noting',Neg
'throwbackthursday tbt tan summer heels darkhair blackhair sodifferentnow',Pos
again,Neg
'i miss last year i miss all my friends',Neg
'our prayers go out to the individuals and families affected by the boston bombing',Neg
'its crazy how two people go from being so close to not even talkin anymore in so lil of time crazy',Neg
'weird to think that years almost done wentsofast',Pos
'guys the trees on oxford st are budding spring roc',Pos
noh,Neg
'buenas noches loveit like like4like smile goodnight',Pos
'trucks in the shop getting new rims and tires and the girls comin in tonight greatday',Pos
'good mood today posemoti',Pos
'sp happy awkward is back on',Pos
'soo proud my got a b in maths gcse proud mylittlegirl onelove',Pos
'mam bought food but since im studying i cant go down and raid the fridge',Neg
'im not important posemoti',Neg
'the mood i woke up in this morning',Pos
'feeling very',Neg
'starting to feel so much better',Pos
'wikipedia goes down mid research paper why have you forsaken me my lord',Neg
'why does it say that diogofandfriends has been suspended negemoti',Neg
'ugh i wish mcr never broke up',Neg
'when calls u fat',Neg
'i know i have awful teeth but im so happy lately i cant help it finally brunette girl',Pos
'bombs in boston explosions in texas wth going on',Neg
'omg im super',Pos
'someday she will become immune',Neg
'who would even sit through film after film looking for little mistakes in them',Neg
'rip anne williams',Neg
'irreplaceable couple asian smile bestoftheday photooftheday l4l lfl like like4like',Pos
'when your teacher cries during a sad lecture which makes other people start crying sadtweet',Neg
'looks like im not sleeping at all tonight',Pos
'and my determination is failing poem sad',Neg
'im sum where between n pain',Pos
'me now today chillout my new hair smile good',Pos
'now a days women have to dress naked for immature men to find them attractive',Neg
'great dinner cuddled up with my dog clean house cartoons and cnn on a giant tv',Pos
'blaming candy crush if im late for school addictive',Neg
