Text,Class
'all i wanna do is sleep anymore','Neg'
'all i wanted to do was see my best friend and now i gotta work pissed','Neg'
'all i wanted was to be with you needyou','Neg'
'all i want for my birthday is for to tweet back to me','Neg'
'all i want is for my voice to come back to normal and these nogels to disappear dreambig','Neg'
'all i want is nice blonde hair :(','Neg'
'all i want is someone who wont let go no matter what happens','Neg'
'taemin and na eun spotted filming we got married in jeju island ny baby boy taemin','Neg'
'all of my people are leaving me this summer heartbroken wontbethesame','Neg'
'all of the people i hang around with the exception of two individuals only view me as a person with a running vehicle','Neg'
'all series of love hate watched','Neg'
'all there heritage pictures and tweets make me sad dontwannatalkaboutit','Neg'
'all these worlds tweets<<','Neg'
'all this week the cleaners havent put biscuits in my room for me even went down and had words one night and still nothing :(','Neg'
'almost all my friends are at disney without me','Neg'
'almost a month down the drain cavedin','Neg'
'already know tomorrow night im gonna end up crying my eyes out again','Neg'
'alone','Neg'
'alone bored tired i miss my otha hlf freemybaby;*','Neg'
'alone','Neg'
'alone nobody have time for go outside so i rest at home : like always','Neg'
'i really want you home im having a melt down dissapointed disrespected','Neg'
'already done with today leavemealone','Neg'
'already know tomorrow night im gonna end up crying my eyes out again','Neg'
'already miss my girls :( comeback missyou','Neg'
'also is there any need to end it so bluntly why do all the good tv shows get cancelled firstheroesnowthis','Neg'
'i feel sad prayforwest','Neg'
'i didnt know george orwell died at im and have done fuck all','Neg'
'ambien round2 gambling problemz vegas','Neg'
'dunno why im watchin hangover2 wen ur goin there friday','Neg'
'a million pieces thats what i am right now night','Neg'
'am i really not that good why would you laugh in my face like that','Neg'
'am i really that ugly hated bullied','Neg'
'i feel the same','Neg'
'have a good night chicks so sad i cant come out exams','Neg'
'ana bashrab shay we ana asln mish ba7eb shay :( :( dntwanatalk','Neg'
'ana mabdoon uxmbllah dntwnatlk','Neg'
'anatomy was prob not the best idea','Neg'
'i know i know','Neg'
'and i guess its officially my brother leaving to the army after the holidays : mood','Neg'
'and my determination is failing poem sad','Neg'
'and my world is shaking','Neg'
'and my yearly tears at the end of a blazer season','Neg'
'youre a pooper i wasnt planning on going home tomorrow suppose i may now','Neg'
'i feel like that went unappreciated','Neg'
'android doesnt have emojis or vine','Neg'
'and the depression sets in yankees derekjeter yankees baseball','Neg'
'and the feeling returns just much much wors','Neg'
'and then bam mood swing','Neg'
'and there goes all my birthday money','Neg'
'and they just aborted the rocket i guess it heard the senate cant even pass background checks','Neg'
'a nice slush after a tough loss thanks :) mandy14mandy sonic slush','Neg'
'another beautiful april day in mpls mnprobz getmeouttahere','Neg'
'another day at school hmm fun thank you society for constantly making me feel worthless dead worthless selfharm sad','Neg'
'another day pasts as another day goes god i just wish my life would be better right now needsleep bandat730 yuck','Neg'
'another lonely day tomorrow without me bestfriendss sadday','Neg'
'another nice day out n im wrking till : (','Neg'
'another night working smh','Neg'
'another sleepless night : sick exams','Neg'
'another stormy day oh ok sickofthis','Neg'
'any and everything will make me brake down into tears just not feeling today anymore','Neg'
'anyone want to be my therapist','Neg'
'anyone want to go for a walk with me despratly need someone bigtime','Neg'
'anything else want to go wrong this year','Neg'
'apparently i only have like friend cool fuckoff','Neg'
'hating derry so much :( this day weeks ago we were boarding the ilovebelfast x','Neg'
'are guys mad at me no for the past hours','Neg'
'are you fucking kidding me you couldnt wait another minutes to show this report you interrupted the showcase bid','Neg'
'tha feelings though they arent mutual anymore','Neg'
'me and my friend need tickets for sunday:(','Neg'
'as i watch the snow fall outside ive come to the realization that derrick rose will play basketball before i get to play golf','Neg'
'asked for inches off she cuts like this is why i dont get my fucking hair cut ohwell','Neg'
'asked momma if she wanted to watch a movie with me tonight and i got shut down','Neg'
'as much as i love my friends i really miss my old ones :','Neg'
'as of right now the wings are not going to the playoffs :(','Neg'
'as soon as i thought the drama went away it comes right back again','Neg'
'thinking bout my old friends who werent my friends all along','Neg'
'ate calories of pure crap today sad boredeating wtf ineedtojuice holycrapsummeriscoming ewmythighs','Neg'
'ate all of my pizza rolls last night','Neg'
'a text from you would change everything but i know thats not gonna happen notmyday','Neg'
'i have a flip phone','Neg'
'at home finally fuckin loong and tiring day very exhausted and stunned','Neg'
'at least i have one friend that cares whataweek','Neg'
'at least our ground looks nice ffc','Neg'
'a tragic ending for the day angry','Neg'
'at that moment right now where everything is being questioned confused stressed','Neg'
'at the end of the day ima do and say whatever i want and if you dont like it fuck you violenttweets fuckit','Neg'
'at the gym but cant seem to stop crying','Neg'
'at this point i dont even want to leave albany for the summer','Neg'
'heartinmyhandtop10 still waiting for that follow','Neg'
'why you never notice me ): sad','Neg'
'avoiding studying and listening to my recordings of the tim mcgraw and kenny chesney concert bad mistake','Neg'
'awe i wish i was in vegas im going through major wrestling withdrawals','Neg'
'awkward is over :(','Neg'
'awkward moment when hits me really hard abuse crying sonofabitch','Neg'
'aww my doggie laying her head on my lap dog','Neg'
'aww come onn chin up','Neg'
'aww i miss my trey buddy :(','Neg'
'aww kpele o ma ga o we dont have light in my house noelectricity blackout','Neg'
'guys kobe is not playing in the playoffs','Neg'
'a year ago today was the worst day of my life oneyearwithoutmygpa sadday stillcantbelieveit','Neg'
'(ayernolapudesubir)','Neg'
'i feel like ive just gone through a horrible break up all because of my bangs','Neg'
'baby im the best so you cant do better carpic lostmyvoice sad ineedmyvoice','Neg'
'back in syracuse after an amazing week at the beach with my boyfriend and two of my best friends backtoreality','Neg'
'back to back tests on friday mornings these past two weeks are really killing thirty thursdays for me','Neg'
'back to shitty wirral please take me back to magaluf was just too good','Neg'
'back to square one whats the point','Neg'
'back to studying break times over :(','Neg'
'back to work i go after two amazing weeks off','Neg'
'bad day im in bed with my hankies and i see the sunshine by my window','Neg'
'ibe happy then crying i just dont gat time for all this shit &stressedrft','Neg'
'wanna share a slice ilikepietoo','Neg'
'yes yes i do','Neg'
'im too depressed to do my research paper going to sleep now weeping nobusbuddy','Neg'
'balikin dong ( )','Neg'
'barn dance cancelled for tonight worst news','Neg'
'somewhere only we know just came on and made me think of you and a certain someone','Neg'
'basically sums up my life right now school future losingweight him failure','Neg'
'bayleigh can you please come back','Neg'
'im in months that song has made me feelingthecold','Neg'
'because of this one class i have to take this summer i have to quit my job','Neg'
'because third wheeling is always the best : lonely','Neg'
'me too','Neg'
'welcome to the club becks sad lonely cunts','Neg'
'been doing this biology for an hour and a half and only written my introduction goingtobealongday','Neg'
'been feeling sad since last night and now this just makes it even worst','Neg'
'been home from hafan y mor two weeks tomorrow and alls i want to do is go back takemeback wannadance','Neg'
'been listening to the smiths a lot lately does that make me a miserable person amnotreally iamabit','Neg'
'been one of those days','Neg'
'been one of those days where i miss my granny rip granny i love you and miss you soo muchh :( sad crying','Neg'
'been practically forced to get counselling by biggins today what is life fuck c a h m s it didnt do shit last time cantcope','Neg'
'been sitting here all night hoping and praying for a text from looks like that wont happen','Neg'
'been the hospital over hours hatethisplace','Neg'
'been through a busy week but still manage to smile tired annoyed happy student life','Neg'
'behind every smile is something youll never understand fake smile sad pain lonely','Neg'
'never thought this would get out','Neg'
'being away from home and only seeing pictures of my nephew and brothers grow and accomplish things is seriously killing me:','Neg'
'being on this plane makes me realize that i really dont wanna come home byebyeflorida','Neg'
'being seventeen sucks theres nothing to do','Neg'
'being sick on a day like today fml sodonewithtoday','Neg'
'being so upset youre sick to your stomach you cant eat<<','Neg'
'being told hes not going go be around anymore is like hearing your favorite tv show is being canceled comeback notthesame','Neg'
'being told that the one you love aint committed to you aint the one cry sad','Neg'
'just wait till august katy then youll know how we feel','Neg'
'bend in like beckham is a great film shame i cant watch it now because have college early tomorrow','Neg'
'i wish you were here to get sushi with me','Neg'
'you will its a step closer to having no more week summer holidays','Neg'
'if you watch too much in a short space of time it will seriously drain you i watched seasons in like a week','Neg'
'i have a genuine microwave where the tv is supposed to go in my gaff','Neg'
'beyonce is coming here when im out of the country my life is officially over','Neg'
'said im not funny and i need to shut up i just died a little','Neg'
'i hope youll be alright i hate that feeling im still going through it too : heartache ugh','Neg'
'omgg can u remember thoo :( justin was actually infront of us in the same room :(','Neg'
'where the heck is chandler in my car','Neg'
'im not the type of underage he likes','Neg'
'bigweekend is now soldout','Neg'
'bills paid moneydoesbuyhappiness','Neg'
'excuse me now im even more mad that i have to babysit and cant come hang with you two','Neg'
'bitches be crazy gfprobs crazy breakup','Neg'
'mine too','Neg'
'blablabla sad life caption blackandwhite me repost quotes pinquotes follow','Neg'
'blagh being sick and working sucks : then i have dance practice tonight and my nails arent painted pretty','Neg'
'dude you didnt bring me one when you came over','Neg'
'blarg i need to cry','Neg'
'bloodshoteyes tiredbutcantsleep hungrybutcanteat thisfuckingsucks needhim iloveyou imsorryimnotperfect','Neg'
'blurgh i need a hug','Neg'
'board exam tips please im really clueless as to what to stuydy haay pharmacy desperate sad','Neg'
'bobby just came in walmart to buy beer','Neg'
'boo dropped to followerss','Neg'
'bored is not the work','Neg'
'bored of this focusing on my work plan already gone weeks without a drop of alcohol and ive had enough passmethejd','Neg'
'boutta hop inna shower nd listen to dat whole dream album showerflow herhusband','Neg'
'oh','Neg'
'armin ate the rest of my ice cream sopissed and','Neg'
'breaking bad news to me appsychtest notgood','Neg'
'i wish stupid weather has me stranded here but ill be home next weekend miss you so much withdrawals','Neg'
':(','Neg'
'ya its not too cool whatcanyoudothough','Neg'
'i havent played since my last tennis season which was junior year','Neg'
'i honestly wish i had a name like swag king kong','Neg'
'broke my fav earings feel naked without them','Neg'
'broke my fone last nite','Neg'
'broke my phone charger','Neg'
'broke my phone thanks to','Neg'
'brokendown helpme','Neg'
'sell me a ticket','Neg'
'in london again cant wait to see my girlfriend :(','Neg'
'lonely sad bumminit dontcare hateme causeyouaintme judgeme','Neg'
'too bad i cant afford to leave','Neg'
'how the fuck did public affection get deleted thats one of my favs i hear you moaning in it and now its gone','Neg'
'brother in vancouver sister in africa exchange student in france why am i so alone quiethouse lol','Neg'
'dont say that :( you let me down last night lkl','Neg'
'yep i almost started crying when i found out blueangelscomeback','Neg'
'bullying is for losers fat beauty love teenagers girls bitches sad crying','Neg'
'only watched season so cant say yet but still not close me southland is the best but makes me feel the worst','Neg'
'but for you im never good enough storyofmylife whenwillitend','Neg'
'but i dont want this to be the end','Neg'
'but im wrong','Neg'
'but losing my match for the first time since eight grade was not fun supermad','Neg'
'but seriously i wanna cry baseball is never going to start','Neg'
'but then again tvd writers dont really surprise us when it comes to s e d because they have really always stayed with se urgh','Neg'
'well i guess its over i sure messes this one up sosad','Neg'
'last day of league tomorrow how i felt last week','Neg'
'bye blonde hair :(','Neg'
'bye bye florida sadtweet','Neg'
'bye bye mexico ill see you soon boohoo','Neg'
'ive never seen circa live my pain is unfathomable','Neg'
'call your mental health professional if you are right away dont wait save your life suicide','Neg'
'i cry everyday cause ur too cute and ilysm but youll never love me back sad','Neg'
'it upsets me how people compare to nicki minaj shes just a lot more amazing','Neg'
'how did u enjoy dangriga i just got back from weeks there and ahve holiday blues lol and jet lag','Neg'
'cancelled game','Neg'
'candy chocolat happiness crying brokenhearted closure','Neg'
'can i just die','Neg'
'can i just go back to last year missit missdance','Neg'
'can i just have my boyfriend back ive never loved someone so much in my life','Neg'
'can i just hibernate until may pleasee i hate this place and i no longer wanna be here','Neg'
'can i stop reading the news and facebook and tweets too depressing to read news anymore','Neg'
'can my child be','Neg'
'cannot believe ive let myself gain this much weight fatass gottagetmotivated stress','Neg'
'can someone bring me coffee and ice cream id appreciate it a lot hatingit','Neg'
'can someone bring me ice cream','Neg'
'can someone come into my life and make me happy for once','Neg'
'cant be bothered with this form crap but cant have another day off ugh','Neg'
'cant be fucked with life the now likes','Neg'
'cant believe finding dory doesnt come out untill','Neg'
'cant believe garys gonna be in birmingham today and im at fuckin school','Neg'
'cant believe had double cheeseburgers today what a fat cunt bulking or','Neg'
'cant believe i broke that god damn record i had for phoebe pissedoff','Neg'
'cant believe i have to wait until payday on the to buy fall out boys new album hurry','Neg'
'cant believe ill be studied all day today for my oral tomorrow an its my birthday','Neg'
'cant believe its and am sat here balling my eyes out at wild at heart think ama have to burn this box set','Neg'
'cant believe its already wednesday come on weekend','Neg'
'cant believe my screen cracked','Neg'
'cant believe the strings on my racket broke today','Neg'
'cant control these tears from safe haven inland lonely sad single boo','Neg'
'cant deal with snapshots of people pre drinking for med','Neg'
'cant do anything right these days','Neg'
'can teachers and schoolnurses help with the counseling needs of adolescents','Neg'
'cant even go outside to see if the weathers nice out here gimp','Neg'
'cant even take a nap tiredaf cantsleep','Neg'
'cant go to one direction concert tonight cause the security are closing of my area :(','Neg'
'cant go to the zoo because i have a pop quiz on friday firstworldproblems ilovethezoo','Neg'
'cant go training pulled my hamstring : (','Neg'
'cant handle my spotty head fuspots','Neg'
'cant help but have this feeling that my birthday is going to suck and getting that stupid email just made matters much worse','Neg'
'can they please bring back jeremy on vd he is to cute to me dead vampirediaries','Neg'
'can this day be over','Neg'
'can this get better','Neg'
'cant remember the last time i was this ill need a cuddle and more ice cream','Neg'
'cant shake this feeling : aggravated needavacation','Neg'
'cant sleep:( cant stop thinking','Neg'
'cant sleep im partially and really want to play injusticegodsamongus whattodo','Neg'
'cant stop crying cant eat cant sleep but have to pull it together for work never thought id be here','Neg'
'cant stop thinking about it :(','Neg'
'cant wait to start a new chapter in my life so over the pain hurt','Neg'
'annoo i want to go soo frickin bad shitweather','Neg'
'car insurance why you so expensive','Neg'
'sadface this is not a good thing','Neg'
'its just not the same','Neg'
'are you calling me fat : ( youre so mean selfconscious','Neg'
'take me back portugal','Neg'
'keep checking my phone but no retweet please','Neg'
'cba with an advert coming up for the british animal honours','Neg'
'hey you :) pretty bummed i didnt see ya this weekend missyou :)','Neg'
'cant control these tears from safe haven inland lonely sad single boo | be strong lovely <3 big hug','Neg'
'sames boohoo cry cry fail','Neg'
'cereal and shai taking a shower buying some reds backtoclass','Neg'
'well he hates me so it doesnt matter :(','Neg'
'oh my god you shouted me out on and i missed it :(','Neg'
'charlotte called me fat:l','Neg'
'yee the weather is proper shit wanna be back in malaga an cadice bathing in degrees :(','Neg'
'checking gradeportal and having all as and b<<','Neg'
'cheerios are always there for you when youre','Neg'
'cheer up otherfishinthesea','Neg'
'losing ur completed project is like losing your child in walmart |you can fund a way to recover them dont worry <3','Neg'
'my best friends hate me maybe we just have good taste in tv','Neg'
'cherub is in town and the fact i missed doses and mimosas really puts a damper on the week favoritesong sb2k13','Neg'
'chico is getting put down today tear sadday mybaby :(','Neg'
'jeez','Neg'
'i just thought about it again shootmenow','Neg'
'not a happy chloe today im not liking this clo clo xx','Neg'
'yea right compare me to his girlfriend :( hahahahahahahah','Neg'
'yea i followed him back lol did you were not going back :(( whos all going back this year','Neg'
'when your director takes out the song youve been looking forward to all year ckp','Neg'
'thank you ciana remember to shine like tj prodigy i just miss you ugh','Neg'
'ciaran i feel your being a little bit of a smart ass here it isnt funny i wanted to see olly murs','Neg'
'cierra hasnt really been tweeting much idk lol','Neg'
'whos in charge of recruitment at the dragons','Neg'
'youre eating crisps next to me slagging me off stop it you fat pig hahahaha','Neg'
'clothes shopping is horrible when you hate the size you are','Neg'
':c maydayparade feelings crying hurt miserableatbest miserable withoutyou <','Neg'
'coachella in my magazine but no robsten','Neg'
'cold hungry tired alone','Neg'
'cole wont even text me back','Neg'
'its not happening its false rumours : (','Neg'
'college living here with unforgivable memories no friends still living with my family i cant take it','Neg'
'i miss you to bma will never be the same','Neg'
'come on dan i just wanna watch django & go home','Neg'
'coming home next tweet will be from london byebyebarbados','Neg'
'completely buzzing for radio big weekend but it seems ages away :(< hurryup','Neg'
'completely empty alone','Neg'
'confused boyprobs','Neg'
'confused frustrated worried angry lordpleasehavemercy (made with tweegram app)','Neg'
'confused lonely sad alone = my life','Neg'
'conor better take me in sweets later','Neg'
'considermegone','Neg'
'constantly comparing myself to others','Neg'
'contemplating whether or not itd be acceptable to nip niall horans waxwork cos a cant nip the real one life is so hard','Neg'
'cool coach','Neg'
'best hash tags loveyou naughtycorals killyourself die imbetter bestfriend werecool oneofakind','Neg'
'but you love it because of me obvi <3 jk but thats sad :','Neg'
'could actually cry i got another c in maths really wanted me b:(','Neg'
'could be a last minute night out','Neg'
'could buy everything from river islands new season stuff','Neg'
'could go a nandos shame am on a bloody diet fmlfmlfml comforteating','Neg'
'couldnt sleep :( & siick','Neg'
'could really use you here right now cantdothis','Neg'
'country music will tuck me in tonight <3','Neg'
'crack my phone screen:(','Neg'
'cross my heart and hope to die hopetodie sad tattoo blackandwhite','Neg'
'crying because my ice cream is gone and it was cheering me up pregnant hormones','Neg'
'crying because you miss someone but knowing they dont care is the worst lost','Neg'
'crying in bed miss my daddy so much rest in peace xx crying restinpeace','Neg'
'crying just isnt my thing sad missedthis','Neg'
'crying my eyes out watching all the videos i took at the believetour i really wish i could go back sad','Neg'
'crying myself to sleep for the night my life< ihateme howamisostupid','Neg'
'crying nbd','Neg'
'crying so hard and not knowing what to do <<','Neg'
'crying so much','Neg'
'crying stressed frustrated hate school ripping my hair out anatomysucks killmenow notfun','Neg'
'cutting doesnt make you emo','Neg'
'cutting my hair was one of the first decisions ive ever made','Neg'
'cuz im a piece of fucking shit it aint that hard to fuckin tell wouldnt make sense going to heaven with the goodie goodies','Neg'
'cwtches anyone films food crying alone hurt','Neg'
'dad brought round a dress but i dont fit in it omg feel so depressed right now i dont even eat anything wtf','Neg'
'damn','Neg'
'damn it i wasted my tweet on wasteful','Neg'
'damn it i work on saturday','Neg'
'damn my phone got stolen <','Neg'
'damn ran out of french toast','Neg'
'omg you have chocolate upset nosleep lastminutepanic','Neg'
'all fun and games until i did','Neg'
'glad to hear were still on the same page','Neg'
'i need a good night out boys','Neg'
'obviously not if you didnt give me any of your bar gonnariddleaway','Neg'
'says to me: id offer you chocolate but i ate it all longdistancerelationshipprobs','Neg'
'darn it the iphone needs to make it less easy to accidentally delete text history memoriesgone','Neg'
'swty is understatement say cardiacarrest','Neg'
'but hes offline now','Neg'
'days like this really make me question myself :','Neg'
'deactivating your anon when he dumps you << heartbroken helpme','Neg'
'dear diary i am and alone i feel like no one understands me try depression anxiety fear mhsm','Neg'
'dear snow thank you for ruining my senior year of baseball','Neg'
'bored i dropped my phone in the canal :(','Neg'
'decided to read my sisters keeper and the book is worse than the movie :( canceriscruel','Neg'
'declaring a news embargo instead lets consider a picture of pure joy: maeghan in the sun','Neg'
'i cant believe there are people on this earth that never heard of a tribe called quest subtweeting me','Neg'
'deeply hurt by','Neg'
'deepthoughts deep sad school suicide blueshirt shirt window hatelife crying thinking lmfao','Neg'
'deffo need a new pair of nikes in my life needmoney','Neg'
'i cant believe she divorced us','Neg'
'##','Neg'
':','Neg'
':(','Neg'
':','Neg'
'about baseball','Neg'
'af','Neg'
'again','Neg'
'alittlemad alittlesad snapchat me april0427','Neg'
'all i can do is wait now','Neg'
'all i want is some bacon :c','Neg'
'badday can i make it through tonight','Neg'
'because friends isnt on until','Neg'
'because i miss kevin the pigeon brandon mah buddeh and tyrone :(','Neg'
'because we have block day today','Neg'
'bedtime','Neg'
'but blissberry with so i can recover','Neg'
'cant cook','Neg'
'cantlie','Neg'
'cantsleep','Neg'
'cocky angry smug','Neg'
'confused','Neg'
'crying cutting emotional','Neg'
'damn wishfulwednesday legend knicks just announced that rasheed wallace has retired','Neg'
'deflated holidayblues backtoreality work nights','Neg'
'disheartened goodnighttwitter','Neg'
'drunk bleeding failure ihatethis killmeplease','Neg'
'dyinginside stupidtherapist fuck','Neg'
'emotions im not sure why im so depressed and self harm','Neg'
'& everyones just disappeared','Neg'
':( feel like i was just pushed off the edge of the earth','Neg'
'foreveralone','Neg'
'fuck','Neg'
'fuck','Neg'
'fuckoff','Neg'
'had enough beyond stressed going to hide in bed and not wake up ever','Neg'
'heartbroken','Neg'
'heartbroken single','Neg'
'&hurt','Neg'
'i guess im just going to have to find a community theatre that is doing rent or west side story or aida','Neg'
'i hate my life so much right no i have no one there for me this is horrible','Neg'
'i need a drink right now a big one','Neg'
'inlove','Neg'
'is my life story','Neg'
'itshardtosay','Neg'
'ive lost everything that mattered to me crawlinintoahole','Neg'
'ive made some self help depression vids that might help','Neg'
'jus a little not major but my lord please help me through this','Neg'
'just cause its one of those days','Neg'
'kneeprobs','Neg'
'lol','Neg'
'lost both the mother and baby scoby to mold :( kombucha fail','Neg'
'loveyou','Neg'
'mad imissyou','Neg'
'mad kbye','Neg'
'meant to feel okay by now arent i why do i still feel like crap <','Neg'
'mood if i happen get a pistol n jst bullet i promise dat u wont be bothered wit me again','Neg'
'mood ;( over stupid shit that never should have started','Neg'
'& not in the mood','Neg'
'now ive eaten','Neg'
'sad awful','Neg'
'sad confused angry hurt upset','Neg'
'sad hungry','Neg'
'sad hurt done lifesucks','Neg'
'depressed shorthair instacollage instame girlthing summer igers pinay hair','Neg'
'somuchhappening canthandleit','Neg'
'songs','Neg'
'stressed','Neg'
'stressed overit','Neg'
'teenagers are more likely to have mental illness during twenties depression mentalhealth','Neg'
'teens likelier to engage in substance abuse in than peers','Neg'
'term marks look like shit tt tt fml','Neg'
'that some people are done exams and i havent even started businesstudentproblems','Neg'
'theres no new nashville tonight :(( at least theyre showing a repeat good enough for me','Neg'
'thinking saveme thisshithurts idontwannabehere idontwannafeel idontwannacry','Neg'
'this calls for a drink lol','Neg'
'tired','Neg'
'today and i dont know why','Neg'
'treadmill may help','Neg'
'twitter is my break from all this drama just dmed everything on my mind+how much she has helped me feelinbetter','Neg'
'ugghh fuck myself','Neg'
'unhappy sad','Neg'
'upset imissyou','Neg'
'wanna cut cant take it anymore','Neg'
'wantingmore','Neg'
'whogivesaf timetositinitalone ijustwishyouwerehere','Neg'
'wondering sighing : (','Neg'
'woo','Neg'
'worstdayever cry','Neg'
'depressing finding my river reggae workers card ayia napa','Neg'
'depressing tweets kill your self suicide','Neg'
'derek jeter not returning till after the all star break','Neg'
'describes me to a t sad lonely confused hurt scared desperate timetomakedecisions','Neg'
'desperate','Neg'
'detox went home still love you','Neg'
'devastated on the inside but have to fake a smile on the outside <<','Neg'
'now i do too','Neg'
'didnt get any sleep im ridiculously hungry and my stress level is on an all time high heated','Neg'
'did you feel a shift in the energy last week everyone i know was goodtobeback energy universe women','Neg'
'did you feel a shift in the energy last week everyone i know was goodtobeback energy universe women','Neg'
'doyouwantarazerwiththattweet emo goth loser yourlifeisgay lovehashtags','Neg'
'disappointed','Neg'
'disappointed disgusted dead','Neg'
'disney balloons deflating','Neg'
'dont be disappointed for me im disappointed enough for at least people at the moment sad defeated','Neg'
'dodgers fans this year is the anniversary of their last world series win and appearance and this years sucking so far','Neg'
'does a person need more praise and less prozac mormon twitterstake ldsconf','Neg'
'does the jets schedule reallyy matter at this point','Neg'
'do i belong in science what could i do if i left are questions going through my mind at the moment concerned','Neg'
'doing a drawing about child abuse and neglect artistprobs','Neg'
'wished my life had a rewind button i would change so many choices that i have made omg so true','Neg'
'how do we not have a chipolte or a cherry berry in winona amazed more like and disappointed','Neg'
'dominos for one','Neg'
'done stressed monsterfamily','Neg'
'done the premiership predictor on bbc sport and nufc go down if results happen how i predict happythursday','Neg'
'done trying done','Neg'
'done with vamp diaries until season :(','Neg'
'dont feel like talking to anyone','Neg'
'dont get to see my future hubby tomorrow night','Neg'
'dont give up what if i really want to though sad hatemylife fml fuckthis','Neg'
'dont know if i can go prom','Neg'
'dont know why i look at clothes online never have enough money to get everything i want','Neg'
'dont think i will ever get over this whole kevin farrell is leaving thing bestteacher','Neg'
'dont wanna go sleep cuz i know when i wake up iv two bitches of essays to face into stupidcollegework wannagoout','Neg'
